"","CALENDAR_YEAR","OLE_SYSTEM","OLD_OLE_CATEGORY","STATEMENT_TYPE","TOTAL_INCIDENTS","TOTAL_STATEMENTS","DAYS","ASSIGNMENTS","CRUISES","OBSERVERS","AFFIS_PER_DAY","INCIDENTS_PER_DAY","STATEMENTS_PER_1000_DEPLOYED_DAYS","INCIDENTS_PER_1000_DEPLOYED_DAYS","STATEMENTS_PER_90_DEPLOYED_DAYS","INCIDENTS_PER_90_DEPLOYED_DAYS","STATEMENTS_PER_OBSERVER","INCIDENTS_PER_OBSERVER","STATEMENTS_PER_CRUISE","INCIDENTS_PER_CRUISE","STATEMENTS_PER_ASSIGNMENT","INCIDENTS_PER_ASSIGNMENT"
"11",2023,"NEW","INTER-PERSONAL categories","INTIMIDATION/BRIBERY/COERCION",59,8,16540,606,284,237,0.000483675937122128,0.0035671100362757,0.483675937122128,3.5671100362757,0.0435308343409915,0.321039903264813,0.0337552742616034,0.248945147679325,0.028169014084507,0.207746478873239,0.0132013201320132,0.0973597359735974
"12",2023,"NEW","INTER-PERSONAL categories","SEXUAL HARASSMENT",66,11,16540,606,284,237,0.000665054413542926,0.00399032648125756,0.665054413542926,3.99032648125756,0.0598548972188634,0.35912938331318,0.0464135021097046,0.278481012658228,0.0387323943661972,0.232394366197183,0.0181518151815182,0.108910891089109
"13",2023,"NEW","SAFETY AND DUTIES categories","DESTRUCTION OF SAMPLE/WORK/PERSONAL EFFECTS",3,3,16540,606,284,237,0.000181378476420798,0.000181378476420798,0.181378476420798,0.181378476420798,0.0163240628778718,0.0163240628778718,0.0126582278481013,0.0126582278481013,0.0105633802816901,0.0105633802816901,0.00495049504950495,0.00495049504950495
"14",2023,"NEW","SAFETY AND DUTIES categories","SAFETY",382,26,16540,606,284,237,0.00157194679564692,0.0230955259975816,1.57194679564692,23.0955259975816,0.141475211608222,2.07859733978235,0.109704641350211,1.61181434599156,0.0915492957746479,1.34507042253521,0.0429042904290429,0.63036303630363
"15",2023,"NEW","SAFETY AND DUTIES categories","SAMPLING INTERFERENCE",39,6,16540,606,284,237,0.000362756952841596,0.00235792019347038,0.362756952841596,2.35792019347037,0.0326481257557437,0.212212817412334,0.0253164556962025,0.164556962025316,0.0211267605633803,0.137323943661972,0.0099009900990099,0.0643564356435644
"16",2023,"OLD","COAST GUARD categories","MARINE CASUALTY",113,73,16224,550,258,221,0.00449950690335306,0.00696499013806706,4.49950690335306,6.96499013806706,0.404955621301775,0.626849112426035,0.330316742081448,0.51131221719457,0.282945736434109,0.437984496124031,0.132727272727273,0.205454545454545
"17",2023,"OLD","INTER-PERSONAL categories","DISRUPTIVE/BOTHERSOME BEHAVIOR - CONFLICT RESOLVED",122,15,16224,550,258,221,0.000924556213017751,0.00751972386587771,0.924556213017751,7.51972386587771,0.0832100591715976,0.676775147928994,0.0678733031674208,0.552036199095023,0.0581395348837209,0.472868217054264,0.0272727272727273,0.221818181818182
"18",2023,"OLD","INTER-PERSONAL categories","SEXUAL HARASSMENT",10,7,16224,550,258,221,0.000431459566074951,0.000616370808678501,0.431459566074951,0.616370808678501,0.0388313609467456,0.0554733727810651,0.0316742081447964,0.0452488687782805,0.0271317829457364,0.0387596899224806,0.0127272727272727,0.0181818181818182
"19",2023,"OLD","INTER-PERSONAL categories","INTIMIDATION, COERCION, HOSTILE WORK ENVIRONMENT",42,14,16224,550,258,221,0.000862919132149901,0.0025887573964497,0.862919132149901,2.5887573964497,0.0776627218934911,0.232988165680473,0.0633484162895928,0.190045248868778,0.0542635658914729,0.162790697674419,0.0254545454545455,0.0763636363636364
"20",2023,"OLD","SAFETY AND DUTIES categories","SAMPLING INTERFERENCE",38,10,16224,550,258,221,0.000616370808678501,0.0023422090729783,0.616370808678501,2.3422090729783,0.0554733727810651,0.210798816568047,0.0452488687782805,0.171945701357466,0.0387596899224806,0.147286821705426,0.0181818181818182,0.0690909090909091
"21",2023,"OLD","SAFETY AND DUTIES categories","SAFETY",93,20,16224,550,258,221,0.001232741617357,0.00573224852071006,1.232741617357,5.73224852071006,0.11094674556213,0.515902366863905,0.0904977375565611,0.420814479638009,0.0775193798449612,0.36046511627907,0.0363636363636364,0.169090909090909
