"","CRUISE","PERMIT","OBSERVER_SEQ","MANAGEMENT_PROGRAM_CODE","DAYS"
"1440",22902,3835,12735,"EXP",34
"1441",22903,34249,12666,"CDQ",28
"1442",22903,34249,12666,"EXP",59
"1443",22904,1318,12720,"AFA",28
"1444",22904,1868,12720,"AFA",22
"1445",22904,5306,12720,"AFA PLANT",12
"1446",22905,410,12678,"AFA",26
"1447",22905,422,12678,"AFA",37
"1448",22906,1996,12730,"CDQ",37
"1449",22906,1996,12730,"EXP",23
"1450",22906,5320,12730,"AFA PLANT",15
"1451",22907,3369,12722,"EXP",68
"1452",22907,4078,12722,"AFA PLANT",10
"1453",22908,586,12605,"AFA",65
"1454",22909,2800,12655,"EXP",76
"1455",22909,3694,12655,"EXP",7
"1456",22910,2142,12670,"AFA",23
"1457",22910,5306,12670,"AFA PLANT",34
"1458",22911,1116,12090,"AFA",27
"1459",22911,4133,12090,"AFA",6
"1460",22912,155,11843,"IFQ",10
"1461",22912,3543,11843,"IFQ",12
"1462",22912,5000,11843,"OA",3
"1463",22912,5717,11843,"OA",34
"1464",22913,428,11569,"AFA",15
"1465",22914,2718,7897,"OA",32
"1466",22915,4111,11950,"AFA",26
"1467",22915,5306,11950,"AFA PLANT",16
"1468",22916,2833,12100,"OA",52
"1469",22917,1222,10341,"AFA",46
"1470",22917,3369,10341,"EXP",25
"1471",22918,1167,12525,"AFA",17
"1472",22918,4102,12525,"OA",22
"1473",22919,3414,1022,"AFA",14
"1474",22919,3414,1022,"CDQ",36
"1475",22920,3367,11619,"CDQ",7
"1476",22920,3367,11619,"EXP",25
"1477",22921,1292,11891,"AFA",33
"1478",22921,5137,11891,"AFA",20
"1479",22922,1996,3283,"CDQ",55
"1480",22922,1996,3283,"EXP",25
"1481",22923,4569,11874,"OA",30
"1482",22923,34615,11874,"CDQ",8
"1483",22923,34615,11874,"OA",40
"1484",22924,3703,12352,"AFA",29
"1485",22924,4533,12352,"OA",59
"1486",22925,1607,12351,"AFA",39
"1487",22926,612,11774,"IFQ",4
"1488",22926,5000,11774,"OA",3
"1489",22926,6097,11774,"OA",3
"1490",22926,10562,11774,"OA",10
"1491",22926,31074,11774,"OA",6
"1492",22926,31423,11774,"IFQ",9
"1493",22926,32761,11774,"OA",9
"1494",22927,993,10439,"AFA",8
"1495",22927,3673,10439,"OA",29
"1496",22928,1996,11974,"EXP",2
"1497",22928,2110,11974,"EXP",9
"1498",22928,29997,11974,"OA",59
"1499",22929,1932,10980,"IFQ",3
"1500",22929,2239,10980,"IFQ",3
"1501",22929,4037,10980,"OA",8
"1502",22929,4212,10980,"OA",11
"1503",22929,5143,10980,"IFQ",8
"1504",22929,5912,10980,"IFQ",12
"1505",22929,18864,10980,"IFQ",3
"1506",22930,2134,12555,"A80",7
"1507",22930,2134,12555,"CDQ",33
"1508",22930,2134,12555,"EXP",45
"1509",22931,661,12390,"CDQ",73
"1510",22931,661,12390,"EXP",11
"1511",22932,3800,12270,"AFA",34
"1512",22932,5822,12270,"EXP",19
"1513",22933,1235,11749,"RPP",4
"1514",22933,3336,11749,"CDQ",17
"1515",22933,3336,11749,"OA",53
"1516",22934,2810,12271,"AFA",23
"1517",22935,428,12510,"AFA",10
"1518",22935,1235,12510,"OA",1
"1519",22935,1235,12510,"RPP",4
"1520",22935,5358,12510,"AFA PLANT",24
"1521",22935,6182,12510,"RPP",10
"1522",22936,2110,12372,"EXP",54
"1523",22937,2134,10480,"A80",9
"1524",22937,2134,10480,"CDQ",25
"1525",22937,2134,10480,"EXP",59
"1526",22937,3694,10480,"EXP",14
"1527",22938,221,11773,"IFQ",8
"1528",22938,33305,11773,"OA",4
"1529",22939,438,10559,"IFQ",13
"1530",22939,523,10559,"OA",3
"1531",22939,993,10559,"OA",4
"1532",22939,1623,10559,"OA",7
"1533",22939,1674,10559,"OA",3
"1534",22939,1907,10559,"IFQ",13
"1535",22939,5137,10559,"OA",3
"1536",22939,6245,10559,"IFQ",4
"1537",22940,543,83,"AFA",26
"1538",22940,4093,83,"A80",5
"1539",22940,4093,83,"CDQ",4
"1540",22940,4093,83,"EXP",20
"1541",22941,4573,12050,"CDQ",40
"1542",22941,4573,12050,"OA",25
"1543",22942,4092,12267,"EXP",45
"1544",22943,411,12550,"AFA",8
"1545",22943,1879,12550,"EXP",12
"1546",22943,5137,12550,"AFA",12
"1547",22944,3488,11519,"IFQ",4
"1548",22944,5086,11519,"IFQ",5
"1549",22944,17103,11519,"IFQ",6
"1550",22944,25080,11519,"IFQ",7
"1551",22945,3402,12338,"OA",13
"1552",22945,4187,12338,"OA",3
"1553",22945,5000,12338,"OA",3
"1554",22945,5052,12338,"IFQ",4
"1555",22945,6097,12338,"OA",3
"1556",22945,13127,12338,"IFQ",4
"1557",22945,15532,12338,"OA",3
"1558",22945,30898,12338,"IFQ",9
"1559",22945,32228,12338,"IFQ",3
"1560",22945,33828,12338,"IFQ",4
"1561",22945,34450,12338,"OA",7
"1562",22946,2800,7535,"EXP",85
"1563",22947,1762,11079,"IFQ",5
"1564",22947,2046,11079,"OA",3
"1565",22947,2111,11079,"IFQ",11
"1566",22947,3713,11079,"OA",4
"1567",22947,4131,11079,"OA",2
"1568",22947,4593,11079,"OA",6
"1569",22947,4658,11079,"OA",7
"1570",22948,4578,12505,"OA",49
"1571",22949,3694,8171,"EXP",58
"1572",22950,166,12355,"IFQ",7
"1573",22950,1102,12355,"IFQ",5
"1574",22950,1697,12355,"IFQ",4
"1575",22950,1781,12355,"IFQ",5
"1576",22950,2108,12355,"IFQ",4
"1577",22950,3474,12355,"OA",7
"1578",22950,4315,12355,"IFQ",8
"1579",22950,4657,12355,"OA",2
"1580",22950,16856,12355,"IFQ",6
"1581",22950,22516,12355,"IFQ",6
"1582",22951,405,8474,"OA",6
"1583",22951,438,8474,"IFQ",10
"1584",22951,519,8474,"OA",10
"1585",22951,1193,8474,"OA",2
"1586",22951,3233,8474,"OA",2
"1587",22951,3829,8474,"IFQ",2
"1588",22951,4141,8474,"OA",10
"1589",22951,4777,8474,"OA",3
"1590",22951,5206,8474,"IFQ",2
"1591",22951,33530,8474,"OA",5
"1592",22951,34736,8474,"IFQ",9
"1593",22952,221,12430,"IFQ",5
"1594",22952,1191,12430,"OA",6
"1595",22952,1502,12430,"IFQ",7
"1596",22952,2069,12430,"IFQ",2
"1597",22952,2084,12430,"IFQ",6
"1598",22952,2317,12430,"IFQ",10
"1599",22952,3410,12430,"IFQ",3
"1600",22952,4024,12430,"OA",4
"1601",22952,4024,12430,"SMS",4
"1602",22952,4327,12430,"IFQ",2
"1603",22953,1170,12370,"IFQ",1
"1604",22953,2975,12370,"IFQ",3
"1605",22953,4141,12370,"OA",3
"1606",22953,4226,12370,"OA",12
"1607",22953,10562,12370,"OA",6
"1608",22953,15532,12370,"OA",2
"1609",22953,25218,12370,"OA",6
"1610",22953,32228,12370,"IFQ",7
"1611",22954,2123,11539,"A80",1
"1612",22954,2123,11539,"EXP",13
"1613",22954,4598,11539,"CDQ",10
"1614",22954,4598,11539,"OA",24
"1615",22955,3896,12339,"AFA",16
"1616",22955,3896,12339,"CDQ",11
"1617",22956,3367,12380,"EXP",54
"1618",22957,1191,12345,"OA",13
"1619",22957,2010,12345,"OA",9
"1620",22957,3535,12345,"OA",2
"1621",22957,3717,12345,"IFQ",13
"1622",22957,4144,12345,"OA",2
"1623",22957,4187,12345,"OA",4
"1624",22957,4657,12345,"OA",3
"1625",22958,2123,12117,"EXP",16
"1626",22958,3406,12117,"OA",25
"1627",22958,3672,12117,"OA",33
"1628",22959,357,12745,"IFQ",8
"1629",22959,1257,12745,"IFQ",12
"1630",22959,2046,12745,"OA",2
"1631",22959,2844,12745,"IFQ",12
"1632",22959,3713,12745,"OA",2
"1633",22959,4131,12745,"OA",3
"1634",22959,4265,12745,"IFQ",2
"1635",22959,5000,12745,"OA",2
"1636",22960,410,12747,"OA",4
"1637",22960,1234,12747,"OA",3
"1638",22960,1482,12747,"OA",3
"1639",22960,1571,12747,"OA",7
"1640",22960,1868,12747,"OA",3
"1641",22960,2781,12747,"OA",2
"1642",22960,2861,12747,"OA",4
"1643",22960,4867,12747,"IFQ",5
"1644",22960,6245,12747,"IFQ",9
"1645",22960,7079,12747,"OA",4
"1646",22960,31061,12747,"IFQ",2
"1647",22961,993,12752,"OA",3
"1648",22961,1571,12752,"OA",3
"1649",22961,1623,12752,"OA",3
"1650",22961,1868,12752,"OA",3
"1651",22961,2010,12752,"OA",5
"1652",22961,2142,12752,"OA",9
"1653",22961,2576,12752,"IFQ",4
"1654",22961,3402,12752,"OA",4
"1655",22961,3410,12752,"IFQ",2
"1656",22961,4579,12752,"OA",5
"1657",22962,251,12771,"OA",4
"1658",22962,1235,12771,"OA",4
"1659",22962,2781,12771,"OA",2
"1660",22962,2791,12771,"OA",7
"1661",22963,1375,12790,"IFQ",21
"1662",22963,34450,12790,"OA",5
"1663",22964,249,12776,"OA",3
"1664",22964,751,12776,"IFQ",13
"1665",22964,1482,12776,"OA",3
"1666",22964,1623,12776,"OA",4
"1667",22964,2579,12776,"OA",4
"1668",22964,4024,12776,"OA",10
"1669",22964,4024,12776,"SMS",5
"1670",22964,4333,12776,"IFQ",12
"1671",22964,5242,12776,"IFQ",2
"1672",22964,31729,12776,"OA",7
"1673",22965,435,12746,"OA",3
"1674",22965,523,12746,"OA",2
"1675",22965,823,12746,"OA",9
"1676",22965,1482,12746,"OA",4
"1677",22965,1846,12746,"OA",2
"1678",22965,5912,12746,"IFQ",5
"1679",22965,6182,12746,"OA",3
"1680",22965,32645,12746,"OA",7
"1681",22965,34939,12746,"OA",2
"1682",22966,405,12763,"OA",10
"1683",22966,1137,12763,"OA",4
"1684",22966,1191,12763,"OA",4
"1685",22966,1235,12763,"OA",5
"1686",22966,3402,12763,"OA",6
"1687",22966,3717,12763,"IFQ",9
"1688",22966,4037,12763,"OA",10
"1689",22966,5137,12763,"OA",3
"1690",22967,1607,12785,"AFA",11
"1691",22967,3681,12785,"AFA",13
"1692",22968,1235,12765,"RPP",10
"1693",22968,3423,12765,"A80",9
"1694",22968,3423,12765,"CDQ",10
"1695",22968,3423,12765,"EXP",12
"1696",22969,3819,12766,"A80",7
"1697",22969,3819,12766,"EXP",57
"1698",22970,4055,12772,"AFA",28
"1699",22970,4055,12772,"CDQ",16
"1700",22971,519,12337,"OA",8
"1701",22971,1674,12337,"OA",8
"1702",22971,2010,12337,"OA",5
"1703",22971,2791,12337,"OA",4
"1704",22971,4882,12337,"IFQ",15
"1705",22971,30102,12337,"OA",5
"1706",22971,32645,12337,"OA",3
"1707",22972,661,12726,"CDQ",34
"1708",22972,661,12726,"EXP",5
"1709",22972,1164,12726,"AFA",14
"1710",22972,7161,12726,"OA",13
"1711",22973,3367,12755,"EXP",54
"1712",22974,2733,12761,"CDQ",12
"1713",22974,2733,12761,"EXP",37
"1714",22974,3896,12761,"AFA",16
"1715",22974,3896,12761,"CDQ",11
"1716",22975,901,12750,"AFA",3
"1717",22975,1228,12750,"AFA",23
"1718",22975,1879,12750,"EXP",33
"1719",22976,367,12751,"OA",61
"1720",22976,1116,12751,"AFA",24
"1721",22977,2733,12775,"CDQ",22
"1722",22977,2733,12775,"EXP",62
"1723",22978,4093,12741,"A80",16
"1724",22978,4093,12741,"CDQ",34
"1725",22978,4093,12741,"EXP",71
"1726",22979,434,12762,"AFA",30
"1727",22979,1610,12762,"EXP",14
"1728",22979,1996,12762,"CDQ",18
"1729",22979,1996,12762,"EXP",2
"1730",22979,5822,12762,"EXP",19
"1731",22980,2770,12748,"AFA",20
"1732",22980,5137,12748,"AFA",7
"1733",22981,1094,12784,"AFA",7
"1734",22981,3694,12784,"EXP",20
"1735",22982,34249,12770,"CDQ",14
"1736",22982,34249,12770,"EXP",54
"1737",22983,2110,12760,"EXP",32
"1738",22983,4620,12760,"AFA",14
"1739",22984,2123,12725,"A80",2
"1740",22984,2123,12725,"CDQ",32
"1741",22984,2123,12725,"EXP",36
"1742",22985,1996,12758,"CDQ",18
"1743",22985,1996,12758,"EXP",3
"1744",22985,3694,12758,"EXP",20
"1745",22985,5323,12758,"AFA PLANT",25
"1746",22986,2134,12786,"A80",6
"1747",22986,2134,12786,"CDQ",5
"1748",22986,2134,12786,"EXP",32
"1749",22986,4635,12786,"EXP",42
"1750",22987,278,12749,"OA",26
"1751",22990,249,11798,"AFA",14
"1752",22990,4306,11798,"IFQ",1
"1753",22990,4306,11798,"OA",46
"1754",22991,33320,12056,"CDQ",39
"1755",22991,33320,12056,"OA",37
"1756",22993,5358,12071,"AFA PLANT",27
"1757",22994,901,11679,"AFA",22
"1758",22995,200,11989,"IFQ",9
"1759",22995,825,11989,"OA",8
"1760",22995,1116,11989,"OA",4
"1761",22995,2177,11989,"IFQ",9
"1762",22995,2534,11989,"IFQ",11
"1763",22995,2781,11989,"OA",5
"1764",22995,7079,11989,"OA",3
"1765",22996,4377,7590,"CDQ",8
"1766",22996,4377,7590,"OA",75
"1767",22997,1610,12245,"EXP",25
"1768",22997,5323,12245,"AFA PLANT",16
"1769",22998,2791,11529,"OA",3
"1770",22998,3035,11529,"OA",9
"1771",22998,3233,11529,"OA",3
"1772",22998,4037,11529,"OA",4
"1773",22998,17058,11529,"IFQ",21
"1774",22999,3396,12165,"AFA",9
"1775",22999,3396,12165,"CDQ",3
"1776",22999,4598,12165,"OA",57
"1777",23000,3819,7383,"A80",5
"1778",23000,3819,7383,"EXP",48
"1779",23007,823,12520,"AFA",13
"1780",23007,823,12520,"OA",1
"1781",23008,2123,12176,"CDQ",16
"1782",23008,2123,12176,"EXP",4
"1783",23008,34017,12176,"A80",5
"1784",23008,34017,12176,"EXP",34
"1785",23009,251,7759,"AFA",13
"1786",23009,1996,7759,"CDQ",9
"1787",23009,1996,7759,"EXP",4
"1788",23009,2833,7759,"OA",39
"1789",23009,4092,7759,"EXP",10
"1790",23010,34249,12374,"CDQ",13
"1791",23010,34249,12374,"EXP",32
"1792",23011,657,12385,"AFA",8
"1793",23011,2733,12385,"CDQ",12
"1794",23011,2733,12385,"EXP",38
"1795",23012,1610,12491,"EXP",71
"1796",23012,3423,12491,"A80",4
"1797",23012,3423,12491,"CDQ",4
"1798",23012,3423,12491,"EXP",3
"1799",23013,2376,11159,"IFQ",3
"1800",23013,3474,11159,"OA",4
"1801",23013,4187,11159,"OA",3
"1802",23013,4579,11159,"OA",4
"1803",23013,4614,11159,"OA",3
"1804",23013,4657,11159,"OA",2
"1805",23013,18583,11159,"IFQ",18
"1806",23014,3396,12393,"AFA",9
"1807",23014,3396,12393,"CDQ",3
"1808",23026,6182,11520,"RPP",7
"1809",23027,519,11813,"RPP",5
"1810",23027,4131,11813,"RPP",11
"1811",23027,33470,11813,"OA",63
"1812",23029,1235,7405,"RPP",8
"1813",23032,7079,12087,"RPP",9
"1814",23033,926,12032,"IFQ",5
"1815",23033,2743,12032,"IFQ",4
"1816",23033,2743,12032,"SMS",3
"1817",23033,32693,12032,"OA",11
"1818",23034,34615,11965,"OA",57
"1819",23035,4463,1774,"OA",32
"1820",23036,3673,12118,"OA",61
"1821",23037,825,5949,"AFA",5
"1822",23037,825,5949,"RPP",2
"1823",23038,1623,12340,"AFA",8
"1824",23039,1674,12521,"OA",7
"1825",23039,1674,12521,"RPP",8
"1826",23040,2781,7424,"RPP",7
"1827",23041,523,12330,"AFA",13
"1828",23042,519,11200,"OA",1
"1829",23042,519,11200,"RPP",10
"1830",23043,4055,1766,"AFA",11
"1831",23043,4055,1766,"CDQ",6
"1832",23044,519,12771,"OA",5
"1833",23044,1571,12771,"OA",3
"1834",23044,3535,12771,"OA",2
"1835",23044,3713,12771,"OA",7
"1836",23044,4037,12771,"OA",4
"1837",23044,4187,12771,"OA",7
"1838",23044,5000,12771,"OA",4
"1839",23044,22585,12771,"IFQ",4
"1840",23044,32761,12771,"OA",2
"1841",23045,3681,4161,"AFA",13
"1842",23046,4540,12485,"OA",58
"1843",23047,1879,11672,"EXP",33
"1844",23048,1674,9560,"OA",4
"1845",23048,1674,9560,"RPP",5
"1846",23048,2718,9560,"OA",17
"1847",23048,7079,9560,"RPP",5
"1848",23052,2090,2731,"OA",84
"1849",23053,372,12325,"OA",44
"1850",23055,4092,12481,"EXP",10
"1851",23055,34017,12481,"A80",1
"1852",23055,34017,12481,"EXP",12
"1853",23056,4092,12475,"EXP",26
"1854",23057,4658,12396,"OA",12
"1855",23058,4093,7959,"A80",7
"1856",23058,4093,7959,"CDQ",22
"1857",23058,4093,7959,"EXP",31
"1858",23058,4377,7959,"OA",16
"1859",23059,4092,11946,"EXP",35
"1860",23062,2110,12340,"EXP",48
"1861",23063,34017,12572,"A80",2
"1862",23063,34017,12572,"EXP",12
"1863",23064,367,7556,"OA",21
"1864",23064,4578,7556,"OA",39
"1865",23065,34249,12620,"CDQ",13
"1866",23065,34249,12620,"EXP",32
"1867",23066,2733,12571,"CDQ",1
"1868",23066,2733,12571,"EXP",13
"1869",23066,3835,12571,"CDQ",12
"1870",23066,3835,12571,"EXP",28
"1871",23067,2800,12600,"EXP",63
"1872",23068,1996,12495,"CDQ",9
"1873",23068,1996,12495,"EXP",3
"1874",23068,3835,12495,"CDQ",12
"1875",23068,3835,12495,"EXP",27
"1876",23069,1235,12521,"RPP",27
"1877",23070,5137,12749,"RPP",21
"1878",23072,5137,11242,"OA",1
"1879",23072,5137,11242,"RPP",3
"1880",23073,568,11773,"IFQ",4
"1881",23073,1043,11773,"OA",4
"1882",23073,1279,11773,"IFQ",4
"1883",23075,410,11299,"RPP",4
"1884",23075,2142,11299,"RPP",7
"1885",23076,4450,11794,"CDQ",7
"1886",23076,4450,11794,"OA",57
"1887",23078,4569,9579,"CDQ",28
"1888",23078,4569,9579,"OA",31
"1889",23079,1248,10744,"CDQ",11
"1890",23079,1248,10744,"IFQ",12
"1891",23079,1248,10744,"OA",35
"1892",23080,29997,12269,"OA",33
"1893",23081,4463,11680,"CDQ",27
"1894",23081,4463,11680,"OA",7
"1895",23082,661,12686,"CDQ",15
"1896",23082,661,12686,"EXP",3
"1897",23082,1610,12686,"EXP",15
"1898",23083,435,12720,"RPP",3
"1899",23083,993,12720,"OA",5
"1900",23083,4131,12720,"RPP",4
"1901",23084,3336,1511,"CDQ",9
"1902",23084,3336,1511,"OA",53
"1903",23086,1610,12671,"EXP",8
"1904",23086,34249,12671,"CDQ",11
"1905",23086,34249,12671,"EXP",15
"1906",23087,2833,12160,"CDQ",3
"1907",23087,2833,12160,"OA",45
"1908",23087,34017,12160,"A80",1
"1909",23087,34017,12160,"EXP",7
"1910",23088,519,12605,"RPP",5
"1911",23089,1043,12670,"RPP",5
"1912",23089,1234,12670,"RPP",7
"1913",23090,3367,12695,"EXP",25
"1914",23091,1868,12420,"RPP",7
"1915",23091,2781,12420,"RPP",6
"1916",23092,1630,11850,"OA",10
"1917",23092,3035,11850,"OA",9
"1918",23092,32693,11850,"OA",10
"1919",23093,4533,8639,"OA",34
"1920",23094,3402,11242,"OA",3
"1921",23095,3367,12381,"EXP",25
"1922",23096,34939,12748,"RPP",12
"1923",23097,2110,12721,"EXP",22
"1924",23098,661,11524,"CDQ",15
"1925",23098,661,11524,"EXP",4
"1926",23099,1996,12575,"CDQ",9
"1927",23099,1996,12575,"EXP",4
"1928",23099,2110,12575,"EXP",9
"1929",23100,3406,11359,"CDQ",6
"1930",23100,4306,11359,"OA",39
"1931",23101,4092,9201,"EXP",10
"1932",23101,33320,9201,"CDQ",16
"1933",23101,33320,9201,"OA",29
"1934",23102,2123,12690,"EXP",16
"1935",23106,4092,12666,"EXP",19
"1936",23107,4598,12555,"CDQ",4
"1937",23107,4598,12555,"OA",37
"1938",23108,2800,11959,"EXP",31
"1939",23109,372,12525,"OA",33
"1940",23110,31775,9640,"OA",5
"1941",23110,33530,9640,"OA",5
"1942",23111,4463,11242,"CDQ",28
"1943",23111,4463,11242,"OA",7
"1944",23112,29997,7179,"CDQ",1
"1945",23112,29997,7179,"OA",35
"1946",23113,4578,11299,"OA",32
"1947",23114,5242,12369,"OA",6
"1948",23115,33989,8072,"OA",32
"1949",23118,3035,11079,"OA",1
"1950",23119,4540,12110,"OA",23
"1951",23119,7161,12110,"CDQ",4
"1952",23121,4377,7953,"CDQ",8
"1953",23121,4377,7953,"OA",21
"1954",23123,32333,9759,"OA",4
"1955",23129,372,12056,"OA",12
"1956",23132,3336,12505,"CDQ",3
"1957",23141,2090,12049,"OA",4
"1958",23143,4578,5949,"OA",6
"1959",23148,33470,12189,"OA",1
"1960",23154,4102,12735,"OA",1
"1961",23159,32783,12856,"IFQ",3
"1962",23167,34450,12817,"OA",2
"1963",23170,278,12809,"OA",2
